"","processo","relator","palavras_chave","n_do_documento","data_do_acordao","votacao","meio_processual","sumario","decisao_texto"
"32","0007061","BORDALO SOARES","RESPONSABILIDADE EXTRA CONTRATUAL; DIREITO AO REPOUSO","RL197706290007061","06/29/1977","MAIORIA COM DEC VOT E VOT VENC","APELAÇÃO.","I - Sendo o repouso de um indivíduo absolutamente indispensável à saúde e, portanto, à sua vida e existência normal, deve cessar ou suspender-se uma obra ou qualquer outra causa adequada á sua continuada lesão; e, também terá cabimento indemnização ao ofendido.; II - Especificamente, as relações de vizinhança impõem restrições à liberdade de cada um, sem o que a liberdade de uns poderia ocasionar o indevido sacrifício da liberdade de outros.; III - Tanto a senhoria como o arrendatário dono de um colégio cujo funcionamento, no 1 andar de um prédio urbano, prejudica os direitos de anteriores arrendatários do r/c do mesmo prédio, são solidariamente responsáveis por indemnização aos ditos arrendatários prejudicados, em função de infracção aos seus deveres de diligência, precaução ou previsibilidade normais (responsabilidade extra-contratual).; IV - A solidariedade passiva quanto à indemnização aos arrendatários do r/c do prédio em causa, cujo sossego foi desconsiderado, é extensiva não só à senhoria e ao arrendatário dono do colégio, como à esposa deste arrendatário, casada segundo o regime de comunhão geral de bens e comerciante, tal como o marido.; V - Aliás há, também, quanto à senhoria, incumprimento objectivamente ilícito do contrato de arrendamento com o inquilino do r/c, na medida em que não se lhe possibilitou, sem perturbação, o legítimo gozo do direito à habitação. Com efeito, a senhoria deveria ter prevenido a existência de ruídos excessivos ou outras situações normalmente intoleráveis, quando afectuou o posterior arrendamento para o colégio -arts. 1031, h) e 1032 do Cód. Civil.",NA
"33","0003765","VICTOR COELHO","CHEQUE SEM PROVISÃO; CASO JULGADO; PERDÃO","RL197706290003765","06/29/1977","MAIORIA COM DEC VOT E VOT VENC","REC PENAL.","No crime de emissão de cheque sem cobertura e após o trânsito da sentença condenatória, a junção de documentos de perdão oportunamente concedido, mas que, por motivo justificado só nessa altura é apresentado, extingue o procedimento criminal, nos termos do parágrafo 6 do artigo 125 do Código Penal.",NA
"34","0003755","CORTE REAL","ABUSO DE LIBERDADE DE IMPRENSA; ELEMENTOS DA INFRACÇÃO","RL197706290003755","06/29/1977","UNANIMIDADE","REC PENAL.","Se, em acusação por abuso de liberdade de imprensa, se incrimina apenas o director da publicação em que se reproduz um texto originariamente publicado noutro local, sem se exclarecer se o autor do escrito consentiu ou não na publicação, não deve a mesma acusação ser recebida por, perante os seus elementos, não ser possível qualificar juridicamente a eventual responsabilidade penal daquele director.",NA
"35","0017360","LICURGO DOS SANTOS","PROPRIEDADE INDUSTRIAL; PATENTE; OBJECTO","RL197706150017360","06/15/1977","UNANIMIDADE","APELAÇÃO.","O exclusivo concedido pelo registo de qualquer patente abrange não só o caso de o seu titular fabricar, em território português, os objectos ou produtos em que o invento se manifeste, mas também o de só nele os pôr à venda.",NA
"36","0007009","LIMA CLUNY","CONTRATO DE MEDIAÇÃO; CONTRATO INOMINADO; REVOGAÇÃO; ADMISSIBILIDADE","RL197706030007009","06/03/1977","MAIORIA COM DEC VOT E VOT VENC","APELAÇÃO.","I - O contrato de mediação é um contrato inominado que supõe, na sua essência, a incumbência a uma pessoa de conseguir interessado para certo negócio, a aproximação feita pelo mediador entre o terceiro e o comitente e a conclusão do negócio entre ambos como consequência adequada de actividade do intermediário, sendo indiferente que este intervenha na fase final do negócio.; II - Sendo um verdadeiro contrato de prestação de serviços inominado é-lhe aplicável o disposto no n. 1 do art. 1170, por força do preceituado no art. 1156.; III - É livremente revogável por qualquer das partes, posto que remunerado.; IV - O ""comércio de influências"" que tem como finalidade a sobreposição de interesses estritamente pessoais à objectividade - boa fé - que deve presidir ao negócio, acarreta a nulidade do negócio, por ofensivo dos bons costumes.",NA
"37","0012216","COSTA AROSO","CASA DE RENDA ECONÓMICA; CASAL DE FAMÍLIA; FIM ESTATUTÁRIO; CESSAÇÃO","RL197705250012216","05/25/1977","UNANIMIDADE","AGRAVO.","I - A instituição obrigatória do casal de família, para o adquirente de uma casa económica, não tinha por fim garantir o Estado, evitando que aquele a alienasse durante o período de propriedade resolúvel, mas sim proteger a família e evitar especulações na venda, após o pagamento integral das prestações.; Hoje, a partir da abolição do casal de família em relação às casas económicas decretada pelo Decreto- -Lei n. 566/75, de 3 de Outubro, procura-se salvaguardar a especulação no arrendamento e venda das mesmas.; II - O regime de casal de família não se limita apenas ao período de resolubilidade do contrato de atribuição da casa económica.; III - Tratando-se de prédio urbano nem o instituidor do casal de família, nem o seu cônjuge têm legitimidade para requerer a caducidade do regime com o fundamento de terem deixado de habitar e explorar a casa em proveito da família.",NA
"38","0007013","HENRIQUE FERREIRA","EXECUÇÃO DE SENTENÇA; PAGAMENTO DO CRÉDITO DO EXEQUENTE; CUSTAS; FALTA DE PAGAMENTO; PROSSEGUIMENTO DO PROCESSO; REMESSA A CONTA; INCIDENTE TRIBUTÁVEL","RL197705180007013","05/18/1977","UNANIMIDADE","AGRAVO.","I - Feito o depósito da quantia exequenda pelos executados, mas não das custas prováveis, e liquidadas estas em nome dos executados a estes incumbe o seu pagamento.; II - Quando o exequente tenha sido notificado para requerer o que tiver por conveniente por as custas não terem sido depositadas pelos executados, cabe ao exequente requerer o prosseguimento da execução e não a remessa dos autos à conta.; III - Não o tendo feito, o exequente suscita um incidente cujas custas recaem sobre ele.",NA
"39","0007072","CAMPOS COSTA","RESPONSABILIDADE CIVIL POR ACIDENTE DE VIAÇÃO; AUTOR; MENORIDADE; DIREITO DE ACÇÃO; PRESCRIÇÃO","RL197705180007072","05/18/1977","UNANIMIDADE","APELAÇÃO.","I - Invocando os A.A. que o acidente foi causado por efeito de condução do R. motorista integradora de crime de homicídio involuntário, como o procedimento por este crime só prescreve passados 5 anos sobre a data do seu cometimento, o direito à indemnização ainda não prescreveu, por ainda não ter decorrido aquele prazo, embora há mais de 3 anos sobre o acidente, dado o disposto no art. 498, 3 do Código Civil.; II - A isto não obsta o facto do processo crime ter ficado a aguardar melhor prova, já que é possível demonstrar na acção cível ter existido acto ilícito constitutivo do crime de homicídio involuntário. Nesta hipótese deve relegar-se para a sentença o conhecimento da prescrição do direito de accionar pois só então se poderá determinar se houve ou não ilícito criminal.; III - Não se aplicando aquele prazo de 5 anos aos R.R. cuja responsabilidade é fundada no risco, tendo decorrido mais de 3 anos sobre a data do acidente quando a acção foi proposta, deve desde logo ser declarado prescrito o direito de os accionar, se pelos ditos R.R. invocada essa prescrição.; IV - A prescrição invocada pelo segurado beneficia a seguradora, porque só podendo esta ser responsabilizada pelas indemnizações que possam ser exigidas ao segurado, se a este nenhuma pode ser exigida, também à seguradora não pode sê-lo.; V - Havendo A.A. menores e quanto a eles a prescrição invocada não produz efeito, pois o respectivo prazo se deve considerar suspenso nos termos do art. 320, n. 1 do Cód. Civil até ter decorrido um ano sobre o termo da incapacidade.",NA
"40","0012312","CAMPOS COSTA","EXECUÇÃO; HIPOTECA JUDICIAL; TRANSMISSÃO DE PROPRIEDADE; REGISTO PREDIAL","RL197705110012312","05/11/1977","UNANIMIDADE","APELAÇÃO.","I - Constituindo a hipoteca judicial uma antecipação da penhora, esta deve manter-se em resultado de o registo da hipoteca judicial ser anterior ao registo de transmissão a favor do comprador dos bens onerados.; II - Não releva para o efeito a circunstância de a transmissão dos bens onerados ser anterior ao registo da hipoteca judicial.",NA
"41","0006831","COSTA AROSO","CONSIGNAÇÃO EM DEPÓSITO; ACÇÃO; CUMULAÇÃO DE PEDIDOS; SOCIEDADE; LIQUIDAÇÃO","RL197705110006831","05/11/1977","UNANIMIDADE","APELAÇÃO.","I - Há cumulação aparente de pedidos quando, embora o autor tenha de formular várias pretensões correspondentes a vários estádios jurídicos da tutela do seu interesse, a utilidade económica imediata derivada da procedência do pedido é uma só. Na cumulação aparente de pedidos não se pode opôr a diversidade da forma de processos aplicáveis.; II - É válida a cláusula constante do pacto de uma sociedade comercial, pelo qual essa sociedade se dissolve pelo falecimento de um sócio, tendo os seus herdeiros apenas direito à conta do capital que resultar do último balanço geral e, quanto a ganhos a uma percentagem proporcionalmente igual aos que tiver havido no anterior ano social e correspondente ao tempo decorrido depois do último balanço. A expressão ""ganhos"" no seu sentido vulgar e lexicológico abrange os chamados ""fundos de reserva"".; III - A transmissão dos haveres sociais para o sócio sobrevivo ofende o princípio da não possibilidade de se transmitirem por acto ""inter vivos"" as dívidas da sociedade sem consentimento dos credores; não afecta, porém, directamente a validade da partilha pelo valor do último balanço entre o sócio sobrevivo e os herdeiros do sócio pré-defunto, mas apenas a sua eficácia em relação aos credores, se os houver.; IV - A liquidação do quinhão social pelo valor do último balanço do qual não consta o futuro valor de trespasse em caso de dissolução, não tem caracter leonino no sentido em que se configura esta expressão no nosso sistema legal (exclusão de partilha nos lucros ou dispensa de participação nas perdas). De resto não tem que figurar nos balanços de exercício o futuro valor do trespasse em caso de dissolução.; V - No processo especial de consignação em depósito, se o credor quizer impugnar o depósito por entender que; é maior a quantia pedida tem de deduzir na contestação a sua pretensão, especificando essa quantia (art. 1029 do Cód. Proc. Civil), funcionando a contestação, nessa parte, como petição inicial e ficando sujeita aos vícios desta peça quando não obedeça ao modelo legal.; Se a contestação não indica a quantia impugnada, é inepta nessa parte - art. 193 alínea a) do citado código -, tudo se passando como se não houvesse oposição ao valor do depósito.",NA
"42","0012354","CAMPOS COSTA","PESSOA COLECTIVA; EXTINÇÃO DE SOCIEDADE; CITAÇÃO; FORMALIDADES","RL197705110012354","05/11/1977","UNANIMIDADE","AGRAVO.","I - A análise gramatical das expressões ""falta de citação do réu"" e ""quando não tenha sido citado"", contidas, respectivamente, no n. 1 do art. 195 e na alínea a) do art. 194, ambos do Cód. Proc. Civil, conduz o intérprete a entender que, extinta uma pessoa colectiva e citado o seu último representante legal já depois da sua extinção, nunca se poderia considerar como citada a nova pessoa colectiva que lhe sucedera. Configura-se um vício bem mais grave do que o da falta de citação do réu: o de não haver sequer processo, por se não verificar o princípio da dualidade das partes a que os processualistas costumam aludir.; II - Simplesmente essa situação que no direito germânico provocaria a improcedência do pedido, entre nós, mercê dos arts. 371 n. 2 e 374, n. 3, do Cód. Proc.; Civil, não acarreta consequências de maior, podendo assim propor-se uma demanda contra pessoa morta ou contra pessoa colectiva extinta.; III - A nulidade da falta de citação não pode ser arguida depois de proferida a sentença final. Porém, a falta de citação da ré para a acção não a afecta, e tanto que pode servir de fundamento quer da oposição à execução da sentença (art. 913, alínea e) do Cód. Proc. Civil, quer do recurso de revisão de sentença transitada em julgado (art. 771, alínea f) do citado Código).",NA
"43","0017229","COSTA AROSO","COMODATO; BENFEITORIA","RL197705040017229","05/04/1977","UNANIMIDADE","APELAÇÃO.","I - Verificando-se num contrato a transferência temporária de um direito sobre prédio, portanto coisa imóvel,; (o direito exclusivo de caçar nessa propriedade), sem retribuição, se bem que onerada com certos encargos, v.g. efectivação de certas benfeitorias com transferência imediata destas para o proprietário ou rendeiro, a reserva de um posto nas batidas, etc., o que não atribui, porém, correspectividade às prestações, mas apenas limita o valor do direito de uso concedido gratuitamente, está-se perante um contrato de comodato.; II - Daí decorre que a construção de um aramado era necessário legalmente à aplicação própria a uso exclusivo da caça (art. 64 e 65 do Decreto-Lei n. 47847 de 14 de Agosto de 1967) e, portanto, a respectiva despesa era necessária ao uso da coisa ou direito concedido, sem direito a reembolso.; III - As correspondentes despesas, a serem havidas como benfeitorias úteis, uma vez que não há detrimento no seu levantamento para o prédio, levariam a atribuir ao autor, como comodatário apenas o direito de levantá-las, se não tivesse sido convencionado que elas ficariam pertença do prédio, sem ónus ou encargos, como a lei permite tanto para a locação como para o comodato.; IV - O mesmo regime vigorará para barragens que eventualmente tenham sido construídas ao abrigo daquele contrato.; V - Se o direito de uso exclusivo de caça nos aramados, por força da entrada em vigor do Decreto-Lei n. 354-A/74 de 14 de Agosto se tornou impossível antes de decorrido o prazo previsto no contrato, extinguiu-se a obrigação dos réus de manterem a cedência de tal exclusivo por impossibilidade legal superveniente.",NA
